Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2020-12-26 06:58:10,117.193.47.133,68.110.163.57,15883,5403,TCP,835,Data,FTP,Omnis et eveniet commodi nisi soluta. Cupiditate quibusdam voluptates facilis adipisci ipsum blanditiis. Laudantium iusto nisi minima in deleniti sapiente fugiat.,IoC Detected,90.34,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Miraan Gara,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.0),Segment B,"Delhi, Mizoram",132.75.13.184,Log Data,Alert Data,Firewall
2022-03-23 13:56:00,70.195.230.208,16.197.39.35,58431,28745,TCP,813,Data,FTP,"Saepe voluptatem temporibus facilis rerum. Nulla facilis sit dicta.
Magni illo in ut ea. Et fugiat id soluta quibusdam voluptatibus quod. Dignissimos necessitatibus vel sit laudantium.",IoC Detected,3.51,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Raghav Thakur,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_8; rv:1.9.4.20) Gecko/5732-12-07 03:54:11 Firefox/13.0,Segment A,"Begusarai, Chhattisgarh",123.76.66.72,Log Data,Alert Data,Server
2021-07-06 06:22:37,186.126.24.80,192.227.51.35,21659,52199,TCP,496,Data,DNS,"Eum voluptatum libero quod at. Tenetur velit maiores ut. Dolor repellat vel sit ipsa autem harum.
Officiis ab officiis ad. Corporis earum inventore id incidunt. A magni natus.",IoC Detected,15.48,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Tiya Gupta,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_4; rv:1.9.2.20) Gecko/7579-05-09 18:13:20 Firefox/3.6.7,Segment C,"Raebareli, Chhattisgarh",134.25.245.122,Log Data,Alert Data,Server
2022-02-13 10:40:10,130.209.25.178,199.227.34.69,18350,16881,ICMP,514,Control,DNS,Labore quasi perspiciatis. Maxime dolores quia porro ex delectus. Cumque mollitia quod fugit.,IoC Detected,38.4,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Arnav Sami,Mozilla/5.0 (Windows CE; hak-TW; rv:1.9.0.20) Gecko/8073-01-21 02:38:13 Firefox/3.6.9,Segment B,"Karaikudi, Chhattisgarh",168.39.151.203,Log Data,Alert Data,Firewall
2022-10-12 14:57:53,136.169.59.215,208.52.148.106,27268,22934,TCP,1242,Data,DNS,"Minima totam fuga quod placeat aperiam. Mollitia at saepe tempora fugit impedit. Totam iusto facilis aut sint temporibus.
Eaque occaecati maxime sunt autem porro. Quos qui nihil laborum tempore.",IoC Detected,68.73,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Sana Karan,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),Segment C,"Durg, Andhra Pradesh",110.161.237.200,Log Data,Alert Data,Server
2020-03-22 18:53:32,214.112.71.127,204.142.158.92,22987,26574,UDP,553,Data,FTP,Nisi dolorum iste iusto voluptas quod. Neque provident illo. Perspiciatis repudiandae incidunt distinctio dolorum aperiam quos.,IoC Detected,2.72,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Tejas Sachdev,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_8 rv:6.0; dz-BT) AppleWebKit/532.36.1 (KHTML, like Gecko) Version/5.0.3 Safari/532.36.1",Segment A,"Surendranagar Dudhrej, Mizoram",20.251.32.53,Log Data,Alert Data,Server
2020-04-28 00:38:19,21.255.54.152,90.166.246.3,20649,52074,UDP,586,Data,DNS,"Impedit suscipit quis nulla dolorum. Similique ex nam nesciunt corporis expedita.
Harum rem quas saepe voluptatum illum. Atque iure error dolore omnis cumque consectetur.",IoC Detected,36.48,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Vihaan Bir,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/19.0.838.0 Safari/533.0",Segment A,"Berhampore, Andhra Pradesh",53.119.95.67,Log Data,Alert Data,Server
2020-08-05 14:28:29,86.107.72.99,162.38.31.212,29829,57837,TCP,1094,Data,HTTP,Sit nulla adipisci. Odio inventore ipsa aliquid sit numquam dicta. Rem temporibus voluptatem sed deleniti deserunt enim. Illo facilis aut ad fugiat sapiente mollitia.,IoC Detected,58.91,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Vanya Kapadia,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/29.0.813.0 Mobile/21Z607 Safari/536.2",Segment C,"Akola, Madhya Pradesh",68.175.122.134,Log Data,Alert Data,Server
2021-01-19 20:09:23,72.221.102.160,61.236.14.89,65040,16576,ICMP,392,Data,DNS,"Saepe tenetur numquam.
Vero fugit illum placeat culpa atque. Odit sequi deserunt doloremque illo possimus quis temporibus.",IoC Detected,95.38,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Miraan Kala,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.0),Segment A,"Jaipur, Assam",206.14.168.88,Log Data,Alert Data,Server
2023-08-14 20:04:51,135.202.73.59,74.184.28.2,28989,23271,UDP,1026,Data,DNS,"Corrupti debitis ratione adipisci tenetur dolorem facere voluptas. Libero quaerat voluptates ab quos.
Fugit adipisci a. Nam impedit cumque molestiae voluptates.",IoC Detected,34.7,Alert Triggered,Malware,Known Pattern B,Ignored,High,Gokul Ramaswamy,Mozilla/5.0 (Android 5.1.1; Mobile; rv:28.0) Gecko/28.0 Firefox/28.0,Segment B,"Shimoga, Tamil Nadu",120.4.166.192,Log Data,Alert Data,Firewall
2021-06-07 11:07:32,1.137.245.81,217.178.243.96,61085,43109,UDP,531,Control,FTP,Necessitatibus in quidem perspiciatis. Id cum aliquam laboriosam repellat molestiae. Et doloribus itaque molestias.,IoC Detected,32.37,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Aaina Khatri,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/21.0.888.0 Safari/531.1",Segment C,"Kulti, Karnataka",162.196.6.50,Log Data,Alert Data,Server
2021-09-26 05:54:38,130.20.100.118,15.79.62.125,25224,51026,ICMP,119,Control,FTP,"Maiores sed id nesciunt. Labore consequuntur totam est velit.
Maxime eveniet sit quibusdam. Excepturi facere nulla asperiores vel exercitationem aspernatur incidunt.",IoC Detected,42.68,Alert Triggered,Malware,Known Pattern A,Logged,High,Akarsh Dugar,Opera/8.31.(X11; Linux i686; af-ZA) Presto/2.9.163 Version/12.00,Segment B,"Jaipur, Kerala",17.102.23.239,Log Data,Alert Data,Firewall
2021-03-21 03:01:21,19.198.124.149,148.153.11.98,31177,28883,ICMP,799,Control,HTTP,"Facere nisi qui autem et. Qui magnam repellat corporis incidunt eligendi adipisci praesentium. Nisi minus rem vel.
At quas pariatur vel. Ipsam perferendis suscipit commodi blanditiis fugit ab amet.",IoC Detected,70.99,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Vivaan Char,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/19.0.837.0 Safari/536.1",Segment B,"Bhusawal, Tripura",48.236.179.234,Log Data,Alert Data,Server
2023-05-23 17:28:34,119.216.105.2,21.73.51.130,44183,32958,ICMP,288,Control,DNS,Vel laboriosam debitis quisquam repellendus quia voluptatem. Soluta cumque quidem atque possimus odio officiis. Illum saepe ex nesciunt nobis.,IoC Detected,41.55,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Anika Shroff,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_5) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/19.0.853.0 Safari/531.1",Segment C,"Gangtok, Chhattisgarh",62.15.146.227,Log Data,Alert Data,Server
2022-07-20 16:44:27,163.122.64.141,144.63.157.219,55251,38823,UDP,962,Data,HTTP,Atque temporibus molestias natus quisquam modi. Odio fuga perferendis laudantium. Quibusdam officiis officia voluptatem non temporibus.,IoC Detected,87.19,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Shalv Deshmukh,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.0),Segment A,"Katihar, West Bengal",176.30.123.87,Log Data,Alert Data,Firewall
2020-12-10 10:14:42,141.101.191.66,87.148.3.46,60987,28061,ICMP,1447,Data,HTTP,Assumenda ducimus possimus corrupti commodi repudiandae illum. In eaque maiores architecto officiis odit. Nemo fuga repellat minima id. Harum itaque optio voluptate quod earum asperiores.,IoC Detected,40.64,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Indrajit Gokhale,"Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/26.0.829.0 Safari/536.2",Segment B,"Rourkela, Manipur",196.75.75.92,Log Data,Alert Data,Server
2020-06-14 07:02:42,220.135.142.252,160.234.170.95,43086,36010,ICMP,1225,Data,DNS,"At saepe laboriosam voluptates. Eaque dignissimos alias distinctio quasi ullam. Natus quas voluptatum.
Libero excepturi beatae mollitia autem consequuntur.",IoC Detected,79.06,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Damini Kakar,Opera/8.26.(X11; Linux i686; hsb-DE) Presto/2.9.181 Version/10.00,Segment B,"Malda, Rajasthan",121.30.100.189,Log Data,Alert Data,Server
2021-02-26 06:56:22,185.41.132.179,161.64.186.66,62264,35801,ICMP,648,Data,DNS,"Blanditiis labore suscipit iste voluptatum dignissimos. Quia minima ullam accusamus nobis.
Pariatur aliquam hic consequuntur mollitia officiis in. Maxime eum ipsa id magni aperiam quibusdam.",IoC Detected,39.22,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Aarna Sangha,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; is-IS) AppleWebKit/532.1.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.1.5",Segment C,"Bhimavaram, Bihar",171.210.41.178,Log Data,Alert Data,Server
2021-08-13 02:57:31,26.39.86.163,104.182.212.111,54961,43553,TCP,1268,Data,FTP,Magni eligendi quia fuga neque natus error. Repellendus cupiditate deserunt ratione nisi molestias. Nostrum provident occaecati veritatis dolor saepe.,IoC Detected,53.07,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Ishaan Chaudhari,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/532.45.6 (KHTML, like Gecko) Version/5.0 Safari/532.45.6",Segment C,"Hubli–Dharwad, Punjab",53.106.223.223,Log Data,Alert Data,Firewall
2021-05-13 13:31:27,133.251.6.48,99.62.255.216,9500,18273,UDP,114,Control,FTP,"Laudantium voluptatem nemo. Molestias facilis beatae explicabo natus asperiores modi. Commodi exercitationem tenetur qui reprehenderit fugit.
Eum omnis molestiae tempore optio itaque tenetur.",IoC Detected,64.63,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Vardaniya Kumer,Mozilla/5.0 (Android 3.2.5; Mobile; rv:5.0) Gecko/5.0 Firefox/5.0,Segment A,"Surat, Nagaland",198.105.167.93,Log Data,Alert Data,Server
2021-12-05 16:47:31,164.249.35.32,150.44.239.192,42741,29336,ICMP,375,Data,HTTP,"Sunt eos facere quam rerum non.
Est dolorum ut ducimus error eum nam aliquid. Consectetur enim beatae porro magni quia perspiciatis. Dignissimos debitis quibusdam assumenda autem dolorem dolorem.",IoC Detected,96.0,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Krish Tripathi,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/3.0),Segment C,"Medininagar, Rajasthan",1.241.69.73,Log Data,Alert Data,Firewall
2020-08-21 04:55:21,28.186.17.40,100.255.118.23,35415,6250,ICMP,150,Control,DNS,Provident iure harum esse nemo quam autem. Nulla reiciendis odit accusamus error doloribus molestias quo.,IoC Detected,36.53,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Dhruv Saraf,Opera/9.53.(Windows CE; sd-PK) Presto/2.9.168 Version/12.00,Segment B,"Haldia, Jharkhand",103.121.132.191,Log Data,Alert Data,Server
2023-06-11 15:14:49,14.46.20.178,5.219.203.98,10020,25048,TCP,270,Data,DNS,Quo voluptatibus alias cum. Velit voluptas saepe saepe dicta veniam accusantium voluptatibus.,IoC Detected,77.03,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Nayantara Bala,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.0),Segment A,"Bulandshahr, Gujarat",175.92.185.237,Log Data,Alert Data,Firewall
2020-08-19 14:52:10,44.143.132.160,107.15.224.19,1960,34288,TCP,1117,Control,FTP,Quae similique amet veniam adipisci aspernatur ab dignissimos. Laborum eligendi eveniet id laborum. Ex commodi aut beatae deserunt iste atque.,IoC Detected,43.01,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Mamooty Upadhyay,Opera/8.34.(Windows 98; cy-GB) Presto/2.9.171 Version/10.00,Segment A,"North Dumdum, Arunachal Pradesh",37.98.63.240,Log Data,Alert Data,Firewall
2022-01-17 03:33:47,84.131.138.202,220.167.53.219,35740,2745,TCP,495,Data,FTP,Explicabo delectus ratione quod consectetur laudantium. Error id ducimus nulla temporibus tempore repellat consequatur. Doloremque hic cumque.,IoC Detected,34.17,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Yasmin Gulati,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.34.2 (KHTML, like Gecko) Version/5.1 Safari/535.34.2",Segment A,"Satna, Meghalaya",110.74.170.52,Log Data,Alert Data,Server
2023-06-27 00:57:29,125.112.77.202,60.13.239.51,25396,10952,ICMP,1427,Data,DNS,Consectetur quis omnis fuga corporis deserunt consectetur ad. Labore expedita dicta laudantium. Nostrum molestiae cumque.,IoC Detected,97.22,Alert Triggered,Malware,Known Pattern A,Blocked,High,Keya Bobal,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/5.1),Segment C,"Chennai, Haryana",2.15.124.198,Log Data,Alert Data,Server
2022-06-27 06:38:23,6.252.174.91,133.185.42.157,55465,65286,ICMP,257,Control,FTP,"Perspiciatis nam unde eius id. Praesentium vel tempora hic laboriosam quasi.
Dolorum magnam quia at. Porro atque soluta laboriosam dolor quas voluptatum.
Non ut adipisci repellendus consectetur.",IoC Detected,84.03,Alert Triggered,DDoS,Known Pattern A,Logged,High,Anvi Gokhale,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/9.7w3302.0 Mobile/22Z379 Safari/536.2",Segment A,"Naihati, Tripura",128.87.169.12,Log Data,Alert Data,Firewall
2023-09-16 15:15:56,218.114.211.202,180.21.248.117,28545,22517,ICMP,483,Data,DNS,Ipsam provident eligendi corrupti. Et vero quisquam dolor culpa accusamus temporibus. Aliquam cupiditate at voluptas voluptatem. Recusandae a natus alias eos molestiae dicta.,IoC Detected,42.2,Alert Triggered,Malware,Known Pattern A,Logged,Low,Inaaya  Anne,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/3.0),Segment B,"Begusarai, Punjab",43.175.231.109,Log Data,Alert Data,Firewall
2021-10-31 22:32:39,133.211.223.249,71.64.234.22,17851,21471,UDP,1122,Data,DNS,"Repellendus quo eius illo cupiditate reprehenderit earum aliquid. Necessitatibus veritatis consequuntur hic expedita. Sunt illo labore.
Suscipit dignissimos sit magni quas.",IoC Detected,38.22,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Navya Das,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/8328-05-22 03:44:10 Firefox/9.0,Segment B,"Sirsa, Maharashtra",142.204.213.33,Log Data,Alert Data,Firewall
2021-10-17 00:23:20,77.119.197.155,182.182.13.59,19852,18094,ICMP,348,Control,FTP,Quam odio praesentium itaque vitae. Fugit voluptate beatae quibusdam labore nam nesciunt.,IoC Detected,63.75,Alert Triggered,Malware,Known Pattern B,Blocked,High,Yuvaan Kamdar,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.15.1 (KHTML, like Gecko) Version/5.1 Safari/531.15.1",Segment B,"Navi Mumbai, Nagaland",201.242.79.224,Log Data,Alert Data,Firewall
2021-03-31 19:58:07,10.177.130.11,218.22.25.29,62538,13912,UDP,466,Control,HTTP,Aliquam quisquam libero inventore amet. Ratione consequatur dolores natus.,IoC Detected,59.98,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Neysa Dhillon,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/10.6u8054.0 Mobile/93G634 Safari/535.0",Segment B,"Malegaon, Telangana",70.223.96.66,Log Data,Alert Data,Server
2020-08-26 03:10:05,208.113.127.69,10.162.74.195,38612,23843,UDP,533,Data,DNS,Amet laudantium hic officiis. Ad consequuntur voluptate minima dignissimos ipsam impedit porro. Doloremque vel sit at nesciunt ad corrupti voluptas.,IoC Detected,18.48,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Bhamini Sarraf,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/3.0),Segment A,"Nangloi Jat, Bihar",158.24.40.187,Log Data,Alert Data,Server
2021-02-23 15:13:37,190.74.57.247,78.187.94.58,25789,49038,ICMP,1283,Data,FTP,Recusandae quo accusantium fuga unde eligendi autem. Accusamus ex laudantium voluptatem ex consequatur molestias. Dolore aut ab mollitia illum placeat adipisci.,IoC Detected,27.83,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Kartik Roy,Opera/8.98.(X11; Linux i686; hne-IN) Presto/2.9.185 Version/11.00,Segment C,"Chandigarh, Sikkim",165.66.224.73,Log Data,Alert Data,Server
2022-08-30 08:53:58,31.50.131.149,148.182.9.245,1876,1817,UDP,378,Data,FTP,Iusto a quisquam veritatis fuga. Accusantium laborum sed tempore sequi placeat quos. Repellat laudantium illum.,IoC Detected,86.07,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Veer Balan,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0),Segment C,"Rajkot, Gujarat",159.243.80.59,Log Data,Alert Data,Server
2023-10-08 22:12:27,213.6.140.228,167.62.142.199,60659,38329,ICMP,390,Data,DNS,"Pariatur repudiandae ipsum. Aperiam soluta earum labore doloribus quos. Minus adipisci iusto itaque.
Odio aperiam quod neque.",IoC Detected,5.68,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Abram Som,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; hak-TW) AppleWebKit/533.26.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6533.26.1",Segment C,"Bijapur, Nagaland",103.30.95.187,Log Data,Alert Data,Firewall
2023-02-07 11:38:58,222.79.73.128,34.219.125.64,49209,44499,TCP,133,Control,HTTP,"Aut fugit id temporibus nam dolorum praesentium. Magni esse doloribus quisquam. Ut porro occaecati quod beatae voluptatem.
Id iusto illum ullam reiciendis. Minima neque suscipit neque.",IoC Detected,57.98,Alert Triggered,Malware,Known Pattern B,Ignored,High,Khushi Kala,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4 rv:5.0; pl-PL) AppleWebKit/534.48.7 (KHTML, like Gecko) Version/5.0.4 Safari/534.48.7",Segment A,"Karawal Nagar, Uttarakhand",57.160.51.199,Log Data,Alert Data,Server
2020-12-12 21:08:19,67.28.198.111,52.181.118.251,54374,17202,UDP,1134,Control,DNS,Eius molestias enim enim quo fugit. Doloremque tenetur consequatur aperiam qui amet excepturi provident. Nam similique doloremque earum repellendus.,IoC Detected,61.1,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Yasmin Ratta,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/61.0.848.0 Safari/531.0",Segment C,"Chittoor, Odisha",85.11.142.81,Log Data,Alert Data,Firewall
2023-05-15 04:46:05,180.10.46.52,101.253.51.247,37911,33282,ICMP,564,Control,DNS,Sequi non hic tempore laborum harum temporibus. Expedita repudiandae tenetur atque officiis sunt.,IoC Detected,22.25,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Yuvraj  Krishna,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4 rv:6.0; af-ZA) AppleWebKit/532.47.4 (KHTML, like Gecko) Version/4.1 Safari/532.47.4",Segment B,"Ajmer, Tamil Nadu",35.15.59.171,Log Data,Alert Data,Firewall
2020-08-09 03:30:23,50.51.156.197,220.130.134.160,30065,39140,TCP,1498,Control,DNS,"Dignissimos labore a amet. Ducimus ab quasi beatae eius.
Illum deleniti voluptatibus. Consectetur similique alias.",IoC Detected,41.25,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Ojas Bajwa,"Mozilla/5.0 (Linux; Android 1.6) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/14.0.870.0 Safari/536.2",Segment B,"Kalyan-Dombivli, Nagaland",77.107.222.135,Log Data,Alert Data,Firewall
2020-02-21 14:49:41,97.159.214.47,124.250.131.255,4732,12135,ICMP,65,Data,HTTP,"Fuga repellat labore dolor atque in quibusdam.
Rerum fuga voluptate eos porro fugit. Consectetur minus dolores necessitatibus.",IoC Detected,84.31,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Ehsaan Arya,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/5.1),Segment C,"Meerut, Telangana",37.185.243.146,Log Data,Alert Data,Firewall
2022-07-18 01:36:20,130.248.13.201,137.46.232.113,7466,53950,TCP,908,Data,HTTP,"Perferendis corporis reiciendis quidem laborum. Dolorem cumque odio animi fugit vel.
Eligendi velit labore quidem. Labore quaerat dicta magnam sunt pariatur eligendi suscipit.",IoC Detected,12.67,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Eva Jani,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.48.1 (KHTML, like Gecko) Version/5.1 Safari/534.48.1",Segment C,"Bijapur, Tamil Nadu",152.152.217.226,Log Data,Alert Data,Firewall
2020-10-25 03:17:25,148.142.32.217,59.23.190.16,23167,13314,TCP,259,Control,HTTP,At repellendus facere earum non nihil iste earum. Aspernatur quaerat architecto vero provident suscipit sed. Eaque veniam earum beatae eum at ad.,IoC Detected,28.53,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Stuvan Kashyap,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/28.0.862.0 Safari/532.0",Segment B,"Agartala, Arunachal Pradesh",73.87.217.152,Log Data,Alert Data,Firewall
2022-01-10 12:46:33,139.78.164.112,112.207.12.254,62284,1380,TCP,1309,Data,HTTP,Ducimus earum fugiat cum exercitationem. Porro quasi facilis sequi natus voluptate.,IoC Detected,30.22,Alert Triggered,DDoS,Known Pattern B,Logged,High,Anika Bail,Opera/9.65.(Windows 95; niu-NU) Presto/2.9.172 Version/12.00,Segment C,"Thane, Manipur",208.16.132.184,Log Data,Alert Data,Firewall
2023-07-14 04:01:37,167.31.30.25,145.131.193.85,3558,45846,ICMP,1423,Control,HTTP,Exercitationem dicta possimus totam corporis enim blanditiis. Culpa necessitatibus sapiente facilis doloribus quisquam.,IoC Detected,23.88,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Misha Ghosh,Mozilla/5.0 (Windows NT 4.0; km-KH; rv:1.9.1.20) Gecko/2428-11-03 13:37:02 Firefox/3.6.8,Segment A,"Etawah, Jharkhand",37.242.84.92,Log Data,Alert Data,Firewall
2022-08-10 07:17:00,128.188.144.132,53.172.41.48,14898,57967,UDP,956,Control,DNS,Praesentium cumque qui harum nulla laudantium. Nihil deleniti animi atque assumenda iste deleniti.,IoC Detected,20.09,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Veer Sunder,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_4) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/45.0.895.0 Safari/531.0",Segment A,"Khora , Rajasthan",220.211.79.217,Log Data,Alert Data,Server
2020-02-21 12:32:02,10.244.14.15,152.115.86.197,37038,39219,UDP,1255,Control,FTP,"Sequi quisquam aliquam quis harum quasi.
Repellat aliquam sunt repellendus ut dignissimos repellat. Ab impedit consequuntur qui doloremque quisquam labore. Aliquid alias soluta rem.",IoC Detected,30.14,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Nirvaan Contractor,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.4.6 (KHTML, like Gecko) Version/5.0 Safari/535.4.6",Segment A,"Secunderabad, Kerala",14.83.52.208,Log Data,Alert Data,Firewall
2020-05-05 03:14:19,23.93.215.208,55.10.198.132,47924,17017,TCP,923,Data,DNS,Architecto voluptatem odio recusandae perferendis quas magni architecto. Ipsa quos molestias nesciunt ipsa dolore earum. In quaerat minima nihil cupiditate.,IoC Detected,34.58,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Ela Hans,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.1),Segment C,"Panvel, Uttar Pradesh",142.242.124.214,Log Data,Alert Data,Server
2023-03-05 21:24:14,197.139.168.56,15.22.57.94,20215,49987,ICMP,1150,Control,FTP,"Deserunt odio ducimus pariatur quod repellat. Eum veritatis voluptatum natus. Quo magni quibusdam sunt.
Ipsam illum veniam tempora et reiciendis. Nisi consequuntur provident aliquam eum.",IoC Detected,61.4,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Hansh Bose,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.0),Segment B,"Asansol, Haryana",166.71.146.82,Log Data,Alert Data,Firewall
2023-09-18 10:37:50,53.127.107.167,23.86.167.235,17381,45111,TCP,607,Control,FTP,Enim nulla ipsum ipsum. Non ipsum quidem quidem.,IoC Detected,37.95,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Myra Talwar,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.36.3 (KHTML, like Gecko) Version/5.0 Safari/535.36.3",Segment B,"Dhule, Nagaland",149.27.69.134,Log Data,Alert Data,Firewall
2022-09-07 10:49:43,118.217.84.167,58.112.29.55,45730,36082,UDP,671,Control,DNS,"Animi eveniet aliquid doloribus. Minus placeat magnam distinctio cupiditate harum porro.
Commodi sequi provident ea dolorem sed possimus. Quae commodi est. Quia exercitationem nam minus ullam aut.",IoC Detected,44.43,Alert Triggered,Malware,Known Pattern A,Logged,Low,Kabir Dutt,Opera/9.78.(X11; Linux i686; si-LK) Presto/2.9.179 Version/11.00,Segment B,"Hospet, Kerala",212.168.200.218,Log Data,Alert Data,Server
2023-10-10 22:31:23,38.199.208.209,22.154.210.135,57645,51242,UDP,869,Data,FTP,Iste dolor soluta quod. Ut maiores alias pariatur quaerat. Quia est similique deserunt atque ad voluptates.,IoC Detected,77.27,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Yuvraj  Wadhwa,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.22.7 (KHTML, like Gecko) Version/5.0.5 Safari/535.22.7",Segment B,"Nashik, Karnataka",110.49.19.192,Log Data,Alert Data,Server
